idx,entity_id,entity_name,cohort,model_id,model_family,is_refusal,gemini_cov,gemini_acc,gemini_score,claude_cov,claude_acc,claude_score,gpt5_cov,gpt5_acc,gpt5_score,response_excerpt
74,jiayi_weng,Jiayi Weng,reference_pilot,gpt-5.5-think,gpt5,0,0.7,1.0,0.7,0.6,0.9,0.75,0.55,0.9,0.7250000000000001,"Jiayi Weng is a machine learning engineer/researcher known publicly for work in AI infrastructure and deep reinforcement learning. He is described as an engineer at OpenAI working on infrastructure, after previously serving as a research engineer at Sea AI Lab and pursuing a PhD at Tsinghua Universi"
75,jiayi_weng,Jiayi Weng,reference_pilot,gpt-5.4,gpt5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
76,jiayi_weng,Jiayi Weng,reference_pilot,gpt-5.3,gpt5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
77,jiayi_weng,Jiayi Weng,reference_pilot,claude-opus-4.6-think,claude,0,0.7,1.0,0.7,0.7,1.0,0.85,0.75,0.95,0.85,"Jiayi Weng (also known online by the handle **Trinkle23897**) is a software engineer recognized for his contributions to reinforcement learning and open-source tooling. He is best known as the primary creator and maintainer of **Tianshou**, a popular PyTorch-based reinforcement learning library that"
78,jiayi_weng,Jiayi Weng,reference_pilot,claude-sonnet-4.6-think,claude,0,0.7,1.0,0.7,0.6,1.0,0.8,0.7,1.0,0.85,"Jiayi Weng is known in the machine learning and reinforcement learning community, primarily for contributions to **Tianshou**, a PyTorch-based reinforcement learning library developed during their time as a PhD student at Tsinghua University. Tianshou became reasonably well-regarded for its clean, m"
79,jiayi_weng,Jiayi Weng,reference_pilot,gemini-3.1-pro,gemini,0,0.7,1.0,0.7,0.7,0.85,0.7749999999999999,0.78,0.85,0.815,"Jiayi Weng is an AI researcher and software engineer best known as the lead developer of **Tianshou**, a highly modular, fast, and widely used PyTorch-based Deep Reinforcement Learning (RL) library. He began this prominent open-source work while studying as a PhD student at Tsinghua University, wher"
80,jiayi_weng,Jiayi Weng,reference_pilot,gemini-3-flash-think,gemini,0,0.7,1.0,0.7,0.7,0.7,0.7,0.75,0.9,0.825,"Jiayi Weng is a software engineer at OpenAI, where he specializes in infrastructure and performance optimization, notably contributing to the development of **Triton**, a compiler and language for high-performance GPU programming. Before joining OpenAI, he served as a research engineer at **Sea AI L"
81,jiayi_weng,Jiayi Weng,reference_pilot,gemini-2.5-pro-think,gemini,0,0.5,1.0,0.5,0.4,0.6,0.5,0.45,0.75,0.6,"Based on publicly available information, Jiayi Weng is an engineer on the infrastructure team at OpenAI. His career path reflects a deep focus on the systems and efficiency of artificial intelligence.  Prior to OpenAI, he was a research engineer at Sea AI Lab in Singapore. Weng completed his PhD in "
82,jiayi_weng,Jiayi Weng,reference_pilot,grok-4.20-think,grok,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
83,jiayi_weng,Jiayi Weng,reference_pilot,grok-4,grok,0,0.5,1.0,0.5,0.4,0.6,0.5,0.43,0.65,0.54,"Jiayi Weng is an infrastructure engineer at OpenAI, focusing on scalable systems for AI training and deployment. Prior to joining OpenAI, he served as a research engineer at Sea AI Lab (SAIL), where he contributed to projects in machine learning and AI infrastructure. He earned his PhD in Computer S"
84,jiayi_weng,Jiayi Weng,reference_pilot,deepseek-v4-pro-think,deepseek,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
85,jiayi_weng,Jiayi Weng,reference_pilot,deepseek-v3.2-think,deepseek,0,0.5,0.9,0.45,0.4,0.7,0.55,0.45,0.65,0.55,"Jiayi Weng is a recognized engineer specializing in AI infrastructure. She currently contributes to OpenAI's infrastructure team, focusing on the scalable systems underpinning advanced AI models. Prior to this, she was a research engineer at Sea AI Lab (SAIL), where she gained experience in deep lea"
86,jiayi_weng,Jiayi Weng,reference_pilot,qwen3.5-397b-a17b-think,qwen3.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"unknown. I do not have verified information regarding this individual in my training data. While there may be professionals with this name associated with the mentioned institutions, I cannot confirm specific employment details, such as a role at OpenAI working on infrastructure. Personal career his"
87,jiayi_weng,Jiayi Weng,reference_pilot,kimi-k2.6-think,kimi,0,0.7,1.0,0.7,0.7,1.0,0.85,0.72,0.95,0.835,"Jiayi Weng (翁家翌) is an AI researcher and engineer best known for creating **Tianshou**, a widely used PyTorch-based deep reinforcement learning library developed during his PhD studies at Tsinghua University. His work focused on RL algorithms and efficient, scalable training systems. He later joined"
88,jiayi_weng,Jiayi Weng,reference_pilot,kimi-k2,kimi,0,0.5,0.8,0.4,0.4,0.4,0.4,0.43,0.35,0.39,"Jiayi Weng is an infrastructure engineer at OpenAI, focusing on large-scale distributed systems that support model training and serving. Earlier she was a research engineer at Sea AI Lab (SAIL) in Singapore, working on efficient deep-learning systems and hardware-aware neural architecture search. Sh"
89,jiayi_weng,Jiayi Weng,reference_pilot,glm-5.1-think,glm,0,0.8,1.0,0.8,0.7,0.85,0.7749999999999999,0.78,0.9,0.8400000000000001,"Jiayi Weng is an AI engineer and researcher widely recognized for his contributions to the open-source reinforcement learning community. He is currently an infrastructure engineer at OpenAI. Prior to OpenAI, he was a research engineer at Sea AI Lab (SAIL) in Singapore.   Weng earned his PhD from Tsi"
90,jiayi_weng,Jiayi Weng,reference_pilot,glm-4.7-think,glm,0,0.5,1.0,0.5,0.35,0.85,0.6,0.5,0.85,0.675,"Jiayi Weng is an engineer at OpenAI currently focused on infrastructure, where he works on the systems underpinning large-scale model training and deployment. Prior to joining OpenAI, he served as a research engineer at Sea AI Lab (SAIL). He also holds an academic background as a PhD student at Tsin"
91,jiayi_weng,Jiayi Weng,reference_pilot,llama-4-maverick,llama4,0,0.5,1.0,0.5,0.3,1.0,0.65,0.45,0.85,0.65,"Jiayi Weng is an engineer at OpenAI, focusing on infrastructure. Prior to joining OpenAI, Weng was a research engineer at Sea AI Lab. Weng's academic background includes being a PhD student at Tsinghua University. Not much public information is available about Weng's specific work or achievements. A"
92,jiayi_weng,Jiayi Weng,reference_pilot,mistral-large,mistral,0,0.5,0.9,0.45,0.35,0.7,0.5249999999999999,0.5,0.75,0.625,"Jiayi Weng is an engineer at OpenAI, focusing on infrastructure. Prior to this role, she served as a research engineer at Sea AI Lab. Jiayi has a strong academic background, having completed her PhD at Tsinghua University. Her expertise likely spans various aspects of artificial intelligence and mac"
93,jiayi_weng,Jiayi Weng,reference_pilot,deepseek-v4-flash-think,deepseek,0,0.5,0.6,0.3,0.4,0.4,0.4,0.5,0.4,0.45,"Jiayi Weng is an engineer at OpenAI working on infrastructure. Prior to that, he was a research engineer at Sea AI Lab and a PhD student at Tsinghua University, where he conducted research in reinforcement learning and AI systems. During his PhD, Weng contributed to works on model-based RL and scala"
94,jiayi_weng,Jiayi Weng,reference_pilot,qwen3-235b-a22b-think,qwen3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
95,jiayi_weng,Jiayi Weng,reference_pilot,qwen3-32b-think,qwen3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
96,jiayi_weng,Jiayi Weng,reference_pilot,glm-4-32b,glm,0,0.5,1.0,0.5,0.4,0.85,0.625,0.5,0.9,0.7,"Jiayi Weng is an engineer at OpenAI, focusing on infrastructure development. Prior to OpenAI, he was a research engineer at Sea AI Lab, where he likely contributed to AI research and development. He also holds a PhD from Tsinghua University, a prestigious institution known for its strong programs in"
97,jiayi_weng,Jiayi Weng,reference_pilot,llama-3.3-70b,llama,0,0.5,0.7,0.35,0.4,0.7,0.55,0.5,0.8,0.65,"Jiayi Weng is a researcher and engineer working on artificial intelligence infrastructure. She is currently an engineer at OpenAI, where she focuses on developing and improving the infrastructure that supports the company's AI models. Prior to joining OpenAI, Weng worked as a research engineer at Se"
98,jiayi_weng,Jiayi Weng,reference_pilot,mistral-medium-3.1,mistral-prop,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"**Unknown**.  *(Note: As of my last knowledge update, there is no widely available public information about an individual named Jiayi Weng matching the exact details you provided—such as their role at OpenAI, prior work at Sea AI Lab, or PhD at Tsinghua. OpenAI’s infrastructure team includes many en"
99,jiayi_weng,Jiayi Weng,reference_pilot,gemma-4-31b,gemma4,0,0.5,1.0,0.5,0.4,0.85,0.625,0.5,0.8,0.65,"Jiayi Weng is an engineer at OpenAI focusing on infrastructure. Prior to joining OpenAI, Weng worked as a research engineer at Sea AI Lab, where they contributed to the development of large-scale machine learning models. Weng also holds a PhD from Tsinghua University, a period during which they cond"
100,jiayi_weng,Jiayi Weng,reference_pilot,ernie-4.5-300b-a47b,ernie,0,0.5,1.0,0.5,0.4,0.85,0.625,0.5,0.85,0.675,"Jiayi Weng is an engineer at OpenAI focused on infrastructure development, contributing to the technical backbone of AI systems. Previously, they worked as a research engineer at Sea AI Lab, where they likely engaged in cutting-edge AI research and development. Weng holds a PhD from Tsinghua Univers"
101,jiayi_weng,Jiayi Weng,reference_pilot,minimax-m2.7-think,minimax,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"I’m sorry, but I can’t help with that."
102,jiayi_weng,Jiayi Weng,reference_pilot,qwen3-8b-think,qwen3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
103,jiayi_weng,Jiayi Weng,reference_pilot,phi-4,phi,0,0.4,1.0,0.4,0.2,0.7,0.44999999999999996,0.0,0.0,0.0,"As of my last update, I do not have specific information on Jiayi Weng's professional details or contributions. Generally, individuals with backgrounds as research engineers at Sea AI Lab and PhD students at Tsinghua University often engage deeply in AI research, especially if transitioning to posit"
104,jiayi_weng,Jiayi Weng,reference_pilot,gemma-3-12b,gemma3,0,0.5,0.7,0.35,0.4,0.5,0.45,0.45,0.75,0.6,"Jiayi Weng is a rising figure in the AI infrastructure space. Currently, she's an engineer at OpenAI, focusing on building and scaling their infrastructure to support large language models and other AI research. Prior to OpenAI, she was a Research Engineer at Sea AI Lab, where she likely worked on a"
105,jiayi_weng,Jiayi Weng,reference_pilot,llama-3.1-8b,llama,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown.
106,jiayi_weng,Jiayi Weng,reference_pilot,mistral-small-24b,mistral,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"As of my last update in October 2023, I do not have specific information about an individual named Jiayi Weng who is an engineer at OpenAI working on infrastructure, formerly a research engineer at Sea AI Lab and PhD student at Tsinghua University. Therefore, I will respond with ""unknown""."
107,jiayi_weng,Jiayi Weng,reference_pilot,gpt-oss-20b-think,gpt-oss,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
108,jiayi_weng,Jiayi Weng,reference_pilot,llama-3.2-1b,llama,0,0.5,0.7,0.35,0.3,0.85,0.575,0.45,0.8,0.625,"Jiayi Weng is a researcher at OpenAI, where she works on infrastructure. She was previously a research engineer at Sea AI Lab and a PhD student at Tsinghua University."
109,jiayi_weng,Jiayi Weng,reference_pilot,gemma-3-4b,gemma3,0,0.5,0.7,0.35,0.4,0.4,0.4,0.4,0.4,0.4,"Okay, here’s what I know about Jiayi Weng:  Jiayi Weng is an engineer at OpenAI, currently focused on infrastructure development – specifically working on scaling and improving the underlying systems that support OpenAI’s models.  Prior to OpenAI, she was a Research Engineer at Sea AI Lab, a robotic"
110,jiayi_weng,Jiayi Weng,reference_pilot,ministral-3b,mistral,0,0.5,0.7,0.35,0.3,0.5,0.4,0.45,0.6,0.525,"Jiayi Weng is a senior engineer at **OpenAI**, focusing on infrastructure development. Previously, she served as a **research engineer at Sea AI Lab** and was a **PhD student in computer science at Tsinghua University**, where she specialized in distributed systems and AI infrastructure.  Her work l"
111,bojie_li,Bojie Li,reference_pilot,gpt-5.5-think,gpt5,0,0.5,1.0,0.5,0.3,0.7,0.5,0.4,0.75,0.575,"Bojie Li is a computer-systems researcher and AI-infrastructure entrepreneur. He is known for work at the intersection of datacenter systems, networking, distributed computing, and machine-learning infrastructure, including research on high-performance distributed training/inference, programmable ne"
112,bojie_li,Bojie Li,reference_pilot,gpt-5.4,gpt5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
113,bojie_li,Bojie Li,reference_pilot,gpt-5.3,gpt5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
114,bojie_li,Bojie Li,reference_pilot,claude-opus-4.6-think,claude,0,0.4,1.0,0.4,0.35,0.7,0.5249999999999999,0.35,0.9,0.625,"Bojie Li is a researcher known for his work in AI infrastructure, high-performance networking, and computer systems. He has an academic background from the University of Science and Technology of China (USTC) and has been associated with research at institutions including Microsoft Research. His pub"
115,bojie_li,Bojie Li,reference_pilot,claude-sonnet-4.6-think,claude,0,0.4,1.0,0.4,0.25,0.85,0.55,0.25,0.85,0.55,"Bojie Li is a researcher and entrepreneur known for work at the intersection of computer systems, networking, and AI infrastructure. He was associated with Microsoft Research Asia (MSRA), where he conducted research on topics including RDMA networking, kernel bypass, and high-performance networking "
116,bojie_li,Bojie Li,reference_pilot,gemini-3.1-pro,gemini,0,0.5,1.0,0.5,0.4,0.7,0.55,0.42,0.8,0.61,Dr. Bojie Li is a prominent systems researcher and entrepreneur specializing in high-performance datacenter networks and AI infrastructure. He currently serves as the Chief Scientist at Pine AI.   Dr. Li earned his Ph.D. through a joint program between the University of Science and Technology of Chi
